,id,start,end,record,prog,duration,18?,US?,sex,age,trip_int,trip_dom,trip_risk,know_1,know_2,know_3,know_4,know_5,know_6,know_7,know_8,know_9,know_10,know_11,know_12,know_13,2_group_know_weighted_sum,3_group_know_weighted_sum,knowinf_1,knowinf_2,knowinf_3,knowinf_4,knowinf_5,knowinf_6,knowinf_7,knowinf_8,knowinf_9,knowinf_10,2_group_knowinf_weighted_sum,3_group_knowinf_weighted_sum,search,source_part,source_fam,source_fre,source_reli,source_doct,source_tv,source_radi,source_news,source_gov,source_soc,source_web,mainst_?,source_most,info_accu,info_upto,behav_1,behav_2,behav_3,behav_4,behav_5,behav_6,behav_7,behav_8,behav_9,behav_10,behav_11,behav_12,2_group_behav_weighted_sum,3_group_behav_weighted_sum,behav7_1,behav7_2,behav7_3,behav7_4,2_group_behav7_weighted_sum,3_group_behav7_weighted_sum,smoke,drink,sleep,trav_sev,trav_cruise,trav_plan_int,trav_plan_dom,percv_risk,3mon_cases,percv_sev,belief_1,belief_2,belief_3,belief_4,belief_5,belief_6,belief_7,belief_8,belief_9,belief_10,belief_11,belief_12,fedgov_resp,statgov_resp,threat_secur,threat_econ,threat_pers,attid_pol_1,attid_pol_2,attid_pol_3,attid_pol_4,attid_pol_5,attid_pol_6,attid_pol_7,optimism,vote_?,vote_1,vote_2,vote_3,vote_4,anx_1,anx_2,anx_3,anx_4,impact_1,impact_2,impact_3,impact_4,impact_5,impact_6,race,state,urban,work,healthcare,child,educ,polit
556,ID1012,3/24/2020 16:58,3/24/2020 17:06,3/24/2020 17:06,100,497,1,1,0,2,0,0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,10.5,10.3,1,1,1,1,1,1,1,1,1,1,9,9,4,0,0,1,0,1,1,0,0,0,1,0,1,5,1,1,0,0,0,1,0,0,0,1,1,1,0,0,3.5,3.3,0,1,1,0,1.5,1.7,0,0,2,3,3,3,3,3,3,5,3,3,2,0,0,0,2,1,0,3,1,0,3,3,2,3,1,3,3,3,2,3,2,2,2,1,1,1,1,1,5,5,5,2,5,5,2,2,2,2,6,25,2,1,1,1,2,0
557,ID1013,3/24/2020 16:59,3/24/2020 17:06,3/24/2020 17:06,100,416,1,1,1,0,0,1,2,1,0,1,1,1,1,0,1,1,1,1,0,1,9,9.3,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,1,0,1,1,0,1,1,0,1,1,8,1,1,1,0,1,1,1,0,0,1,1,1,0,0,5.5,5.3,0,1,1,1,2.5,2.7,0,0,4,3,3,3,2,5,4,5,3,3,1,0,1,0,3,2,2,2,2,0,2,7,3,3,3,3,2,3,3,3,3,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,5,0,6,32,2,1,1,0,3,2
558,ID1014,3/24/2020 16:56,3/24/2020 17:07,3/24/2020 17:07,100,652,1,1,1,5,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,2,0,0,0,0,0,1,0,1,0,1,0,1,8,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1,1,0,0,1.5,1.7,0,3,3,3,3,3,2,7,3,9,3,3,2,1,2,1,1,2,1,1,1,1,7,2,3,3,2,2,2,3,3,3,3,3,2,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,6,30,2,5,0,0,1,2
559,ID1018,3/24/2020 16:59,3/24/2020 17:12,3/24/2020 17:12,100,765,1,1,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10,10,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,1,0,1,1,1,0,1,1,1,1,8,1,1,0,0,1,1,1,0,1,1,1,1,1,0,5.5,5,1,1,1,1,3,3.3,0,0,2,3,3,3,3,5,6,10,3,3,1,2,2,0,3,1,0,3,1,0,2,1,2,3,3,3,1,3,3,3,3,3,1,1,1,1,1,1,5,5,5,2,5,5,5,2,5,5,6,21,2,8,0,1,1,3
560,ID1020,3/24/2020 17:04,3/24/2020 17:15,3/24/2020 17:15,100,697,1,1,0,3,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0,1,10,10,1,0,1,1,1,1,1,1,1,1,8,8,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,1,1,0,1,1,1,1,1,1,5.5,4.7,1,1,1,1,3,3.3,0,0,2,3,3,3,3,7,6,7,3,3,0,0,2,0,3,3,0,3,0,0,2,8,3,3,3,3,3,3,3,3,3,3,0,1,1,1,1,1,5,5,5,1,5,5,5,0,5,5,6,35,3,1,1,0,2,2
561,ID1023,3/24/2020 17:09,3/24/2020 17:25,3/24/2020 17:25,100,960,1,1,0,3,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,3,0,0,0,0,0,1,1,1,1,1,1,1,8,1,1,0,1,1,1,1,0,1,1,1,1,1,0,6.5,6,1,1,1,1,3,3.3,0,0,2,3,3,3,3,8,6,9,3,3,1,0,2,2,3,2,1,2,1,1,7,6,3,3,3,2,1,3,3,3,3,3,1,1,1,0,1,1,5,5,5,5,5,5,5,0,5,5,6,22,1,1,1,0,2,1
562,ID1024,3/24/2020 17:14,3/24/2020 17:26,3/24/2020 17:26,100,721,1,1,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,0,0,1,1,1,1,1,1,1,7,7,4,0,0,0,0,0,0,1,1,1,0,1,1,8,1,1,0,0,1,1,0,0,0,1,1,1,0,0,4,4,0,1,0,1,2,2,0,0,4,3,3,3,3,6,6,3,3,3,2,0,1,0,3,3,0,3,1,1,2,3,3,3,3,1,1,3,3,3,1,1,1,1,1,1,1,1,5,5,5,2,5,5,5,5,2,5,6,46,1,7,0,0,2,0
563,ID1025,3/24/2020 17:16,3/24/2020 17:29,3/24/2020 17:29,100,786,1,1,0,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,0,0,0,1,0,1,1,1,1,1,5,1,1,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,1,1,0,1,2.5,2.7,0,0,4,3,3,3,3,2,3,4,3,3,3,0,3,1,3,3,0,3,2,0,3,5,2,3,3,0,1,3,3,2,3,2,0,1,1,1,0,1,5,2,2,5,2,5,2,2,2,2,6,33,2,5,0,0,2,1
564,ID1026,3/24/2020 17:25,3/24/2020 17:37,3/24/2020 17:37,100,681,1,1,0,2,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,0,0,1,1,0,0,1,1,1,1,10,0,0,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,0,1,1,1,2.5,2.7,0,3,3,2,2,2,2,8,5,4,3,3,3,1,2,1,2,2,1,2,1,1,2,8,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,5,2,0,1,2,6,47,2,1,0,1,4,2
565,ID1028,3/24/2020 17:17,3/24/2020 17:40,3/24/2020 17:40,100,1340,1,1,0,3,0,0,4,1,1,1,0,1,1,1,1,1,1,0,0,0,7,7,1,1,1,1,1,0,1,1,1,1,8,8,4,1,1,1,0,0,1,0,0,1,1,1,1,8,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,0,1,1,1,2.5,2.7,0,0,4,3,3,3,3,5,3,7,3,3,0,2,2,2,2,2,2,1,3,0,8,5,1,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,5,5,2,5,5,5,5,2,2,5,6,37,1,6,0,1,2,3
566,ID1029,3/24/2020 17:28,3/24/2020 17:40,3/24/2020 17:40,100,739,1,1,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,0,0,1,1,1,1,1,1,4,1,1,0,0,0,1,0,0,0,1,1,1,0,0,3.5,3.3,1,1,0,1,2.5,2.7,4,0,3,2,3,2,2,5,6,3,3,3,1,0,2,0,3,3,0,3,1,0,0,10,3,3,3,3,3,3,2,1,0,0,0,1,1,1,0,1,5,0,2,1,1,1,1,0,0,5,6,30,2,7,0,1,2,2
567,ID1031,3/24/2020 17:33,3/24/2020 17:43,3/24/2020 17:43,100,556,1,1,0,2,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,10,10,1,0,0,0,1,1,1,1,1,1,6,6,4,0,1,1,0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,0,1,1,1,1,0,0,7,6.7,0,1,1,1,2.5,2.7,0,0,2,3,3,3,3,7,3,6,3,3,2,1,2,1,1,2,1,1,2,2,8,3,2,3,2,2,2,1,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,1,1,2,2
568,ID1033,3/24/2020 17:30,3/24/2020 17:45,3/24/2020 17:45,100,883,1,1,0,4,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,1,1,0,1,2.5,2.7,0,0,4,3,3,3,3,4,4,8,3,3,2,0,2,1,2,2,0,0,2,0,5,6,2,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,5,0,1,5,1,6,49,2,1,0,0,2,1
569,ID1034,3/24/2020 17:40,3/24/2020 17:47,3/24/2020 17:47,100,435,1,1,0,3,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,0,0,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,0,0,1,1,0,0,0,3,2.7,0,1,1,1,2.5,2.7,0,0,3,3,3,3,3,7,4,6,2,2,1,0,0,0,1,2,1,1,2,0,6,6,2,3,3,1,1,2,3,2,3,2,2,1,0,0,1,1,5,5,0,0,0,5,0,0,0,0,6,33,2,1,0,0,4,0
570,ID1035,3/24/2020 17:25,3/24/2020 17:48,3/24/2020 17:48,100,1365,1,1,0,4,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,10.5,10.3,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,0,0,0,1,0,0,1,1,1,1,8,1,0,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,0,1,1,1,2.5,2.7,0,0,3,3,3,3,3,5,4,8,3,3,2,1,2,0,3,2,0,1,1,0,1,1,2,3,3,2,0,2,1,3,3,3,1,1,0,1,1,0,2,1,1,2,2,2,1,1,0,1,6,31,2,5,0,0,3,2
571,ID1036,3/24/2020 17:38,3/24/2020 17:50,3/24/2020 17:50,100,726,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10,10,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,1,0,1,1,1,1,1,1,1,1,8,0,0,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,0,1,0,1,2,2,0,0,3,2,3,3,3,3,3,0,3,3,3,0,0,0,2,1,2,2,2,0,1,3,2,3,2,0,1,3,3,3,2,2,2,1,1,1,0,1,5,2,2,2,5,5,5,1,1,2,6,49,2,1,0,1,3,0
572,ID1037,3/24/2020 17:44,3/24/2020 17:51,3/24/2020 17:51,100,458,1,1,0,3,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,0,1,0,0,1,1,0,1,1,1,1,8,1,1,0,1,1,1,0,0,0,1,1,1,1,0,5.5,5.3,1,1,1,1,3,3.3,0,4,4,3,3,3,3,5,4,6,3,3,2,0,0,0,3,2,1,3,2,0,5,6,2,3,3,2,1,3,3,3,2,2,2,1,1,1,1,1,5,1,1,0,5,5,5,5,2,1,6,30,2,1,0,1,3,3
573,ID1038,3/24/2020 17:44,3/24/2020 17:53,3/24/2020 17:53,100,499,1,1,0,3,0,0,3,1,1,1,1,1,1,1,1,1,0,0,1,1,9,9,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,0,0,0,1,1,1,1,1,1,1,10,1,1,0,0,0,1,0,0,0,1,1,1,0,0,3.5,3.3,0,0,1,1,1.5,1.7,3,0,2,3,3,3,3,8,6,5,3,1,1,1,2,0,3,2,0,3,2,1,2,5,1,3,3,2,2,2,2,2,2,2,2,1,0,1,0,1,5,5,1,1,5,5,5,5,0,5,6,26,1,1,0,0,3,0
574,ID1039,3/24/2020 17:46,3/24/2020 17:53,3/24/2020 17:53,100,413,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,10.5,10.3,1,1,1,1,1,1,1,1,1,1,9,9,4,0,0,1,0,0,0,1,1,1,1,1,1,7,0,0,0,0,1,0,1,0,1,1,1,1,0,0,4,3.7,1,1,0,1,2.5,2.7,0,3,4,1,2,1,1,4,4,4,2,1,2,0,3,1,2,2,2,2,2,0,2,3,1,3,1,1,0,3,2,0,1,0,2,1,0,1,0,0,1,0,1,1,5,5,5,0,0,0,6,47,3,1,0,0,3,3
575,ID1040,3/24/2020 17:33,3/24/2020 17:58,3/24/2020 17:58,100,1494,1,1,1,2,0,0,4,1,1,1,0,1,1,1,1,1,0,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,9,9,4,0,0,0,0,0,1,1,1,1,1,0,1,8,1,1,0,0,1,1,0,0,1,1,1,1,0,0,4.5,4.3,1,1,0,1,2.5,2.7,2,0,3,3,3,2,3,4,3,6,3,3,2,1,1,2,3,2,1,2,2,2,4,5,2,3,3,3,2,2,3,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,6,43,1,8,0,0,1,1
576,ID1042,3/24/2020 17:51,3/24/2020 18:02,3/24/2020 18:02,100,614,1,1,0,2,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,8,8,1,1,0,1,1,1,1,1,1,1,8,8,4,0,1,1,0,0,1,0,0,1,1,0,1,8,1,1,0,0,0,1,1,0,0,1,0,1,0,0,3,2.7,1,0,1,1,2,2.3,0,0,3,3,3,3,3,5,6,7,3,3,3,0,2,1,2,2,1,2,1,1,2,2,2,3,3,2,1,2,3,3,3,3,1,1,0,0,1,0,1,1,0,0,1,5,1,0,0,0,4,33,1,1,0,1,2,1
577,ID1043,3/24/2020 17:54,3/24/2020 18:02,3/24/2020 18:02,100,477,1,1,0,3,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,10,10,1,1,1,1,1,1,1,1,1,1,9,9,4,0,0,0,0,1,1,0,1,1,1,1,1,4,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,1,1,0,1,2.5,2.7,0,0,4,3,3,3,3,2,3,8,3,3,3,1,1,0,3,3,0,2,1,1,3,9,1,2,1,1,2,3,3,3,3,3,2,1,1,1,1,1,5,5,5,2,2,5,5,5,0,2,6,35,2,9,0,0,2,0
578,ID1045,3/24/2020 17:55,3/24/2020 18:06,3/24/2020 18:06,100,631,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,3,0,0,0,0,0,1,1,1,1,1,1,1,8,0,1,0,1,0,1,1,0,0,1,1,1,0,0,5,4.7,1,1,0,1,2.5,2.7,4,1,3,3,3,3,3,5,3,4,3,3,3,1,3,1,2,3,2,2,2,1,4,2,3,3,1,3,0,3,3,3,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,22,1,1,0,0,1,3
579,ID1046,3/24/2020 17:58,3/24/2020 18:07,3/24/2020 18:07,100,542,1,1,0,2,0,0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,0,1,1,1,1,1,1,1,8,8,3,1,1,1,0,1,0,0,1,1,1,1,1,4,1,1,0,0,0,1,1,0,1,1,1,1,0,1,5,4.3,0,1,1,1,2.5,2.7,3,3,3,3,3,3,3,8,5,6,3,2,1,1,2,0,2,2,1,2,2,0,2,2,2,3,3,1,0,3,3,3,3,3,3,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,6,9,1,1,1,1,1,2
580,ID1052,3/24/2020 18:08,3/24/2020 18:18,3/24/2020 18:18,100,571,1,1,0,3,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,0,1,1,1,1,1,1,1,1,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,0,1,1,1,2.5,2.7,0,0,2,3,3,3,2,3,4,8,3,2,2,0,2,0,2,3,2,1,2,0,7,7,2,3,3,1,1,2,3,3,2,1,3,1,0,0,1,1,5,5,5,5,5,5,5,5,5,5,6,14,2,1,0,0,2,3
581,ID1053,3/24/2020 18:08,3/24/2020 18:18,3/24/2020 18:18,100,624,1,1,0,5,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,1,9,9,1,1,0,1,1,1,1,1,1,1,8,8,2,0,1,0,0,0,1,0,1,1,0,0,1,4,1,0,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,0,1,1,0,1.5,1.7,0,0,3,3,3,2,2,6,3,10,3,3,2,1,3,1,3,2,1,2,2,1,6,5,2,3,2,2,2,2,3,3,3,3,2,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,6,41,3,5,0,0,1,1
582,ID1054,3/24/2020 18:12,3/24/2020 18:18,3/24/2020 18:18,100,360,1,1,0,1,0,0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,10.5,10.3,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,0,0,1,1,0,1,1,1,1,1,8,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,1,1,1,1,3,3.3,0,0,2,3,3,3,3,5,5,5,3,3,2,1,1,1,3,3,0,3,1,0,0,2,3,3,2,3,1,3,1,2,1,1,1,1,1,1,0,1,5,5,5,5,5,5,2,2,5,5,6,25,2,1,0,0,2,0
583,ID1055,3/24/2020 18:11,3/24/2020 18:20,3/24/2020 18:20,100,534,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,10,10,1,1,0,1,1,1,0,1,1,1,7,7,1,0,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0,0,1,1,0,0,1,1,1,0,1,4.5,4,0,1,1,0,1.5,1.7,0,3,4,3,3,3,2,4,3,3,3,3,2,0,1,1,2,2,1,1,2,1,6,9,2,3,1,2,1,3,3,3,2,2,2,1,1,1,0,1,1,1,1,0,1,1,0,0,5,1,6,35,2,1,0,0,3,1
584,ID1056,3/24/2020 18:08,3/24/2020 18:22,3/24/2020 18:22,100,852,1,1,0,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,0,1,0,1,2,2,0,0,4,3,3,3,3,5,3,7,3,3,3,0,0,0,2,2,3,1,1,0,8,6,0,3,1,3,1,3,3,3,2,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,6,24,1,1,0,1,4,1
585,ID1057,3/24/2020 18:11,3/24/2020 18:24,3/24/2020 18:24,100,788,1,1,0,4,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,10.5,10.3,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,1,1,0,1,1,1,1,1,8,1,1,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,1,1,1,1,3,3.3,0,0,4,3,3,3,3,8,5,6,2,3,1,0,3,1,2,3,0,1,2,0,5,6,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,5,1,0,0,1,5,1,0,0,1,6,7,2,1,0,0,4,3
586,ID1058,3/24/2020 18:09,3/24/2020 18:25,3/24/2020 18:25,100,940,1,1,0,3,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,1,1,1,0,2,2.3,0,0,3,3,3,3,3,4,4,3,3,3,3,1,1,0,3,1,0,3,2,1,1,1,2,3,2,3,1,2,3,3,1,1,1,1,1,1,1,1,5,5,0,0,5,5,5,0,5,0,6,43,3,5,0,0,4,0
587,ID1059,3/24/2020 18:18,3/24/2020 18:26,3/24/2020 18:26,100,519,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,1,1,1,1,3,3.3,0,3,3,2,2,2,2,4,5,9,3,3,3,1,1,1,1,2,1,3,2,1,3,3,3,3,2,2,1,3,3,2,2,2,1,1,1,1,1,1,2,2,0,0,2,5,5,0,0,0,6,46,3,1,0,0,4,3
588,ID1060,3/24/2020 18:21,3/24/2020 18:29,3/24/2020 18:29,100,438,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,1,0,1,1,0,1,1,1,1,1,4,1,1,0,0,1,1,0,0,0,0,1,1,0,0,3.5,3.7,0,1,0,1,2,2,0,0,3,3,3,3,3,8,4,5,3,3,2,1,1,0,2,2,1,2,1,0,1,2,2,3,2,3,2,3,2,2,2,3,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,2,6,48,3,1,0,1,3,0
589,ID1063,3/24/2020 18:20,3/24/2020 18:32,3/24/2020 18:32,100,725,1,1,0,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,1,1,0,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,0,1,1,1,1,1,0,5.5,5,0,1,1,1,2.5,2.7,0,0,3,3,3,3,3,5,3,8,3,3,0,0,2,0,3,2,0,2,2,0,0,8,2,3,3,1,0,2,2,3,3,2,2,1,1,1,1,1,5,5,1,2,5,5,2,2,5,5,6,7,1,8,0,0,2,3
590,ID1064,3/24/2020 18:21,3/24/2020 18:33,3/24/2020 18:33,100,684,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,1,1,1,1,1,1,0,1,8,1,1,0,0,1,1,0,0,1,1,1,1,0,0,4.5,4.3,0,1,0,1,2,2,0,4,2,3,3,3,3,5,5,5,3,3,3,1,2,1,2,2,1,3,1,0,3,3,2,3,3,3,1,2,3,3,3,3,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,6,22,1,1,0,1,4,2
591,ID1069,3/24/2020 18:25,3/24/2020 18:36,3/24/2020 18:36,100,636,1,1,0,3,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,1,1,0,1,1,1,1,0,1,8,0,0,0,1,0,1,1,0,0,1,1,1,0,0,5,4.7,1,1,1,1,3,3.3,0,0,2,3,3,3,3,8,3,6,3,3,1,0,1,0,3,2,0,3,1,1,4,3,3,3,3,2,1,3,3,2,3,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,6,14,2,1,1,1,2,1
592,ID1070,3/24/2020 18:30,3/24/2020 18:40,3/24/2020 18:40,100,625,1,1,0,5,0,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,9,9,1,1,0,1,1,0,1,1,1,1,7,7,4,1,1,1,1,0,1,0,1,1,1,1,1,8,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,0,1,0,1,2,2,0,0,2,3,3,3,3,5,4,5,3,3,3,1,2,1,3,2,0,3,3,1,1,8,3,3,3,3,1,3,3,3,3,3,1,1,1,1,1,1,5,5,5,5,2,5,2,2,0,1,6,17,2,5,0,0,2,0
593,ID1072,3/24/2020 18:42,3/24/2020 18:52,3/24/2020 18:52,100,606,1,1,1,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,0,0,1,1,1,1,1,1,1,7,7,4,0,0,1,0,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1,1,0,0,1,1,1,0,0,5.5,5.3,0,1,1,1,2.5,2.7,0,2,5,3,3,3,3,3,6,7,3,3,2,1,2,0,0,1,0,0,1,0,7,4,2,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,6,42,1,1,0,1,4,1
594,ID1073,3/24/2020 18:49,3/24/2020 18:55,3/24/2020 18:55,100,402,1,1,0,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,1,1,0,0,1,1,1,1,8,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,1,1,1,1,3,3.3,0,0,3,3,3,3,3,8,6,8,3,3,3,2,2,1,3,3,0,3,1,2,1,1,3,3,3,2,2,3,3,3,3,1,0,1,1,1,1,1,5,5,2,1,5,5,5,5,2,2,6,14,1,4,0,1,1,0
595,ID1074,3/24/2020 18:50,3/24/2020 18:56,3/24/2020 18:56,100,356,1,1,0,4,0,0,3,1,1,1,1,1,1,0,1,1,1,0,0,1,8.5,8.7,1,1,0,1,1,1,1,1,1,1,8,8,2,0,0,0,0,0,0,0,1,1,1,1,1,7,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,1,1,0,1,2.5,2.7,0,3,3,3,3,3,3,4,3,7,3,3,2,1,0,2,3,0,0,3,1,0,3,4,2,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,5,2,5,2,1,1,1,0,0,0,6,38,3,5,0,0,4,0
596,ID1075,3/24/2020 18:46,3/24/2020 18:58,3/24/2020 18:58,100,733,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,1,0,0,1,1,1,1,1,1,1,7,7,4,1,1,1,0,0,1,1,1,1,1,1,1,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,3.5,3.3,0,1,1,1,2.5,2.7,0,0,2,3,3,3,2,7,3,6,3,3,1,1,3,2,3,2,0,2,2,0,5,5,2,3,3,2,1,2,3,3,3,2,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,6,21,2,1,0,0,3,3
597,ID1077,3/24/2020 18:48,3/24/2020 18:59,3/24/2020 18:59,100,606,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,1,1,1,1,3,3.3,0,3,4,3,3,3,3,5,5,8,3,3,2,0,2,0,3,2,0,3,1,0,0,2,2,3,2,3,1,3,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,6,38,2,1,0,1,3,0
598,ID1078,3/24/2020 18:47,3/24/2020 19:02,3/24/2020 19:02,100,875,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,1,1,1,0,1,1,1,1,1,1,8,1,1,0,0,1,1,0,0,0,1,1,1,1,0,4.5,4.3,1,1,1,1,3,3.3,0,0,3,3,3,3,2,7,5,4,3,3,3,0,3,0,3,3,0,1,1,0,2,2,3,3,3,2,0,3,2,3,3,3,1,1,1,1,1,1,2,0,0,0,0,5,2,1,0,0,6,20,2,9,0,1,3,1
